freq_sky_GHz,freq_rest_GHz,vel_kms,spec_mJybeam,espec_mJybeam
344.59907934489996,344.8348796408713,438.29971214636396,12.259700960352202,0.7896352128565335
344.6048749900922,344.84067925187463,433.2650193911638,12.544438678214437,0.808389378048216
344.6106706352843,344.84647886287775,428.2303266360302,12.164557282811822,0.7793381205436455
344.6164662804763,344.85227847388086,423.19563388086317,12.514700966897152,0.8048546593724217
344.6222619256684,344.8580780848841,418.160941125663,12.449114653642532,0.8021165919602639
344.6280575708605,344.8638776958873,413.1262483705294,12.274362304533081,0.7918683124158769
344.6338532160526,344.8696773068905,408.0915556153291,12.235152841892978,0.7854269895254796
344.63964886124467,344.87547691789365,403.05686286016225,12.997577082162538,0.8377034524225602
344.64544450643683,344.88127652889693,398.022170104962,12.720939418135659,0.8198629593292904
344.6512401516289,344.88707613990005,392.9874773498617,12.202383732181923,0.7862416811892625
344.657035796821,344.89287575090333,387.95278459466147,11.609107318629116,0.7457764951025485
344.6628314420131,344.8986753619065,382.91809183949454,12.123059693073417,0.7835149175216404
344.6686270872052,344.9044749729097,377.8833990843276,12.331891766739624,0.7919345018665667
344.6744227323973,344.9102745839129,372.84870632912737,12.70324382043618,0.8168245270924087
344.6802183775893,344.916074194916,367.8140135740271,12.061014088443713,0.7786002452482872
344.68601402278154,344.9218738059193,362.7793208188268,11.883957042733984,0.7659444040148582
344.69180966797364,344.9276734169224,357.74462806369314,12.254657625906574,0.7922690425402447
344.69760531316564,344.93347302792563,352.70993530849296,12.865082795203568,0.8288932035821744
344.70340095835786,344.9392726389289,347.67524255329283,12.10331256440678,0.7786547183831111
344.70919660354986,344.945072249932,342.6405497981258,12.282358330710924,0.7908075285587708
344.71499224874196,344.9508718609352,337.60585704299217,12.639232628537927,0.8155099841760037
344.7207878939341,344.9566714719384,332.5711642878253,12.58608257350587,0.8095736955841154
344.7265835391262,344.9624710829416,327.53647153262506,13.077253491981201,0.8419871474528642
344.7323791843183,344.96827069394476,322.50177877749144,12.740402581287858,0.818427284224894
344.73817482951034,344.974070304948,317.4670860222912,12.905412575477191,0.8280293294311436
344.74397047470245,344.97986991595116,312.43239326712427,13.385417384435128,0.8606428548697987
344.74976611989456,344.9856695269543,307.39770051199065,13.629589898537423,0.8724797226369624
344.75556176508667,344.99146913795755,302.3630077567905,13.407979269111301,0.8627152548281011
344.7613574102788,344.9972687489607,297.3283150016236,13.362881041868935,0.8567025263222088
344.7671530554709,345.0030683599639,292.29362224645666,12.808874311305335,0.8208453535605797
344.772948700663,345.0088679709671,287.2589294912897,13.557803255674541,0.8704467168962199
344.77874434585505,345.0146675819703,282.224236736156,13.330997973819219,0.85703611005768
344.7845399910472,345.02046719297346,277.1895439809558,13.174403875064561,0.8460868251807072
344.79033563623926,345.0262668039767,272.15485122578895,13.035449341124776,0.8351807388077307
344.79613128143137,345.03206641497985,267.1201584705886,13.15950718483374,0.8455689389892991
344.80192692662354,345.03786602598313,262.08546571545503,13.124432415370832,0.8415897751752488
344.8077225718156,345.04366563698625,257.0507729602881,13.336803454459064,0.8548785932603299
344.8135182170076,345.04946524798936,252.01608020515445,13.288648216603653,0.8532652139088591
344.8193138621998,345.0552648589926,246.9813874499543,12.559453953914707,0.8067749014603576
344.8251095073918,345.06106446999587,241.94669469475411,13.214331945604233,0.8493386575736227
344.830905152584,345.0668640809991,236.91200193958719,13.164320880354678,0.8485021131039818
344.83670079777613,345.07266369200227,231.87730918438686,13.018136915275223,0.8358420959894439
344.8424964429681,345.0784633030054,226.84261642928655,12.914470294206598,0.828555890305217
344.84829208816024,345.08426291400866,221.80792367408637,13.082910145423872,0.8415948133831365
344.85408773335234,345.09006252501183,216.77323091895272,13.501914008239098,0.8666884792490368
344.85988337854445,345.095862136015,211.7385381637525,13.537151149656093,0.8700932768801095
344.86567902373656,345.1016617470182,206.70384540855233,13.785301379990067,0.8859047745510459
344.8714746689286,345.10746135802134,201.66915265345196,13.726760743586906,0.8807821568850369
344.8772703141207,345.11326096902457,196.6344598982517,13.31366532367837,0.8542541271732941
344.88306595931283,345.1190605800278,191.5997671431181,13.218146242253665,0.8505112070293293
344.88886160450494,345.12486019103096,186.56507438791786,13.353718043517393,0.8606007800003034
344.89465724969705,345.13065980203413,181.53038163275096,12.803424844609896,0.8244686740117269
344.9004528948892,345.13645941303736,176.49568887755075,13.577882457603522,0.8742187267107228
344.90624854008115,345.1422590240405,171.4609961224171,13.21330204846385,0.8491737542338905
344.91204418527326,345.1480586350437,166.42630336725017,13.346439308401228,0.8563630291944382
344.91783983046537,345.1538582460469,161.39161061204996,13.283519190587736,0.8522276055788937
344.9236354756576,345.1596578570501,156.3569178569163,13.67071343769494,0.87626437899036
344.9294311208496,345.16545746805326,151.3222251017161,13.649740065989896,0.8764668509836229
344.9352267660417,345.1712570790565,146.28753234661576,13.217398106701165,0.8514436537663138
344.9410224112338,345.17705669005966,141.25283959141555,12.877169409982834,0.82700782618604
344.94681805642585,345.1828563010628,136.21814683621534,12.233254456283866,0.787481744577665
344.95261370161796,345.18865591206605,131.1834540810484,12.639230251421123,0.8115228172885912
344.95840934681013,345.1944555230693,126.1487613258482,12.750513305544672,0.818811763451721
344.96420499200224,345.2002551340724,121.11406857071456,13.014980791098525,0.8347612543188856
344.9700006371943,345.2060547450756,116.07937581554764,13.366065564908737,0.8585170428633848
344.9757962823864,345.2118543560788,111.04468306041402,13.838297799140364,0.8923115199838506
344.9815919275785,345.21765396708196,106.00999030521378,14.591809139272726,0.939224769268222
344.9873875727706,345.22345357808524,100.97529755001358,14.530219036893156,0.938180812502619
344.9931832179627,345.22925318908835,95.94060479487992,14.78331600874784,0.9545129672123446
344.99897886315483,345.23505280009164,90.905912039713,14.391260025678717,0.927133716292329
345.0047745083469,345.24085241109475,85.87121928457937,14.66307077380932,0.94113435623585
345.010570153539,345.24665202209803,80.83652652937916,14.55044110657527,0.9304051763734911
345.01636579873116,345.2524516331012,75.80183377421224,15.280348837551637,0.981521926372307
345.0221614439232,345.2582512441044,70.76714101901202,15.055577119479223,0.9646453479376843
345.0279570891153,345.26405085510766,65.7324482638118,15.603453878290761,0.9994503071820212
345.0337527343074,345.2698504661107,60.69775550871145,15.879548425489398,1.0155385166497755
345.03954837949954,345.27565007711394,55.66306275351124,15.201189153544075,0.9713627167701886
345.04534402469164,345.28144968811716,50.6283699983776,14.861757111111451,0.9481536857871325
345.05113966988364,345.2872492991204,45.593677243177396,14.899842378284413,0.9529263147130383
345.05693531507586,345.2930489101235,40.558984488010466,15.269583060439995,0.9796838903791165
345.06273096026786,345.2988485211268,35.52429173281025,16.069559913811336,1.0311512049335685
345.06852660545997,345.3046481321299,30.48959897767661,16.633144970178336,1.069719531082221
345.0743222506522,345.31044774313307,25.45490622250969,17.19629578069942,1.1066031375399128
345.0801178958442,345.3162473541363,20.42021346730948,17.026209052662335,1.0941896148615762
345.0859135410363,345.32204696513946,15.38552071217584,17.079569202253342,1.0935484150171078
345.0917091862284,345.32784657614263,10.350827956975634,16.81837507782184,1.077457905413385
345.09750483142045,345.33364618714586,5.316135201875274,15.564410274852156,0.998167755332992
345.10330047661256,345.33944579814903,0.2814424466750642,13.991070197149678,0.8995169055243023
345.10909612180467,345.3452454091522,-4.753250308491861,13.026455230815301,0.8563614280781645
345.11489176699683,345.3510450201554,-9.787943063658787,11.239366240766758,0.7429729055072101
345.1206874121889,345.3568446311586,-14.822635818892277,9.832581138300803,0.6401329867148575
345.126483057381,345.36264424216176,-19.857328573992643,7.6011405756794765,0.4885216147424857
345.1322787025731,345.368443853165,-24.89202132915956,6.6750565693392785,0.42373833262391597
345.1380743477652,345.37424346416816,-29.926714084326488,6.451426572655372,0.4083476138388891
345.1438699929572,345.38004307517133,-34.96140683949341,7.442779531295292,0.4772796048615448
345.1496656381493,345.3858426861746,-39.99609959472691,10.000885929702685,0.640017689454886
345.15546128334154,345.39164229717784,-45.03079234989383,11.002675991925555,0.7017623587097518
345.16125692853353,345.39744190818095,-50.065485104994195,12.085442574495975,0.7716885583482012
345.16705257372564,345.4032415191841,-55.10017786016111,12.412569546827799,0.7925838162057972
345.17284821891775,345.4090411301873,-60.13487061539461,12.698474119112293,0.8166827303508952
345.1786438641098,345.4148407411905,-65.16956337049497,13.04452474300633,0.83795870292051
345.18443950930197,345.42064035219374,-70.20425612572846,13.094102955791469,0.8436229553661183
345.1902351544941,345.42643996319697,-75.23894888089538,13.264281701163501,0.8501366090772963
345.1960307996861,345.43223957420014,-80.27364163599573,13.039393029933496,0.8384283446867489
